scorer,rick,rick.1,rick.2,rick.3,rick.4,rick.5,rick.6,rick.7,rick.8,rick.9,rick.10,rick.11,rick.12,rick.13
bodyparts,paw1LH,paw1LH,paw2LF,paw2LF,paw3RF,paw3RF,paw4RH,paw4RH,tailBase,tailBase,tailMid,tailMid,nose,nose
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data/example_bot/img01.png,83.75,102.25,250.75,82.75,205.25,133.25,192.75,197.75,84.75,161.75,46.25,164.75,381.25,113.75
labeled-data/example_bot/img02.png,43.25,64.25,282.25,74.75,251.75,125.25,56.25,182.75,54.25,136.75,27.25,145.75,382.25,114.25
labeled-data/example_bot/img03.png,125.75,37.25,319.75,76.25,275.75,127.25,43.75,197.75,74.75,150.25,34.75,221.75,383.25,112.75
labeled-data/example_bot/img04.png,124.75,61.75,225.25,82.75,310.25,126.75,82.75,191.75,77.25,141.75,32.75,149.75,383.25,112.25
labeled-data/example_bot/img05.png,71.75,58.75,266.25,66.25,296.25,149.25,49.25,214.75,82.75,155.25,35.75,171.25,381.75,112.25
labeled-data/example_bot/img06.png,155.25,104.75,202.75,71.75,321.25,141.25,188.25,204.75,108.75,206.25,85.25,226.25,380.25,113.25
labeled-data/example_bot/img07.png,166.75,83.75,195.25,86.25,291.25,120.75,169.25,235.25,104.75,197.25,84.25,217.25,379.25,111.75
labeled-data/example_bot/img08.png,64.25,55.75,224.75,71.75,314.75,121.75,139.25,152.75,74.75,155.75,44.25,190.75,381.25,113.25
labeled-data/example_bot/img09.png,191.25,78.75,226.75,98.25,288.75,149.25,188.25,162.75,93.75,176.25,67.75,206.25,380.75,112.25
labeled-data/example_bot/img10.png,67.75,67.25,303.75,75.75,255.25,104.25,110.75,186.75,90.25,157.25,45.75,198.25,381.25,112.25
labeled-data/example_bot/img11.png,158.25,34.75,205.75,78.25,330.25,138.75,107.25,175.75,73.75,120.75,30.25,127.25,380.75,114.25
labeled-data/example_bot/img12.png,139.25,39.25,229.75,76.25,314.75,125.75,94.25,175.75,74.25,122.25,31.75,131.25,381.25,115.25
labeled-data/example_bot/img13.png,120.25,130.25,217.75,69.25,305.75,145.75,164.25,197.25,109.25,216.25,101.25,231.75,381.75,116.25
labeled-data/example_bot/img14.png,168.75,64.75,305.25,99.25,250.75,143.25,189.25,187.75,103.25,116.25,54.75,100.25,380.75,115.25
labeled-data/example_bot/img15.png,112.25,122.25,203.75,89.75,277.25,141.25,221.75,235.75,125.25,236.25,,,378.75,113.75
labeled-data/example_bot/img16.png,140.25,72.25,185.75,74.25,333.25,124.25,166.25,233.25,90.75,190.75,43.75,208.25,379.25,112.75
labeled-data/example_bot/img17.png,205.75,69.75,216.75,82.75,312.25,149.25,194.75,168.25,93.25,170.75,49.75,203.25,378.25,115.25
labeled-data/example_bot/img18.png,120.25,83.25,234.75,83.75,301.75,139.25,211.75,165.75,111.25,184.25,89.25,210.75,380.25,112.25
labeled-data/example_bot/img19.png,105.75,54.75,296.75,69.25,263.75,118.75,138.75,171.75,97.75,146.25,70.25,171.25,379.75,113.25
labeled-data/example_bot/img20.png,202.25,60.75,215.75,72.75,311.75,148.75,179.25,170.25,101.75,165.25,58.25,189.75,379.75,112.75
labeled-data/example_bot/img21.png,148.25,56.75,210.75,55.75,292.75,127.75,147.75,167.25,96.75,185.25,73.75,213.75,379.75,113.25
labeled-data/example_bot/img22.png,108.75,64.25,292.25,88.25,288.75,152.25,119.75,187.25,82.25,149.75,38.75,159.25,379.25,112.75
labeled-data/example_bot/img23.png,157.25,60.25,188.25,69.25,303.25,134.25,211.25,185.75,110.25,184.75,80.25,210.25,378.75,114.75
labeled-data/example_bot/img24.png,135.25,63.25,250.25,73.25,271.25,107.25,190.25,186.25,107.75,176.75,76.25,204.75,377.25,114.75
labeled-data/example_bot/img25.png,179.25,122.25,299.75,75.75,315.25,165.25,,,135.25,226.25,120.25,236.25,377.75,112.75
labeled-data/example_bot/img26.png,93.25,40.25,322.25,90.75,274.25,115.25,87.25,214.25,72.25,152.75,34.25,177.75,377.25,112.75
labeled-data/example_bot/img27.png,103.75,72.25,291.75,77.75,214.25,135.75,204.25,176.75,105.25,183.75,71.75,209.25,377.75,113.25
labeled-data/example_bot/img28.png,85.75,34.25,275.75,77.75,315.25,149.25,37.75,199.75,59.75,144.75,25.25,158.75,376.75,113.25
labeled-data/example_bot/img29.png,200.75,54.25,221.75,89.25,304.25,150.25,184.25,165.25,100.75,152.25,58.75,180.75,377.75,114.25
labeled-data/example_bot/img30.png,71.25,88.25,245.25,65.25,206.75,126.75,207.25,192.75,97.25,175.75,52.75,206.25,378.25,115.25
labeled-data/example_bot/img31.png,91.25,104.75,226.75,64.25,201.25,138.25,221.75,186.25,102.25,190.75,69.25,211.25,379.75,115.25
labeled-data/example_bot/img32.png,212.25,71.75,298.25,105.25,282.25,157.25,148.75,177.25,100.25,96.25,61.75,73.25,379.25,113.25
labeled-data/example_bot/img33.png,104.25,65.75,304.75,86.25,251.25,121.25,139.25,211.25,99.25,165.25,68.25,193.25,380.25,114.25
labeled-data/example_bot/img34.png,157.25,83.75,275.75,83.25,241.75,149.25,115.75,177.25,69.75,142.75,30.25,147.75,380.75,113.75
labeled-data/example_bot/img35.png,172.75,69.75,212.25,89.75,314.25,146.75,118.75,176.25,82.75,146.25,38.75,169.75,380.75,112.25
labeled-data/example_bot/img36.png,118.75,72.75,213.75,72.75,314.75,116.25,38.75,216.75,59.75,177.75,23.75,194.25,380.25,112.75
labeled-data/example_bot/img37.png,139.75,50.75,283.25,56.25,314.75,133.75,188.25,173.25,89.75,136.25,45.25,151.25,381.25,112.25
labeled-data/example_bot/img38.png,148.25,39.75,273.75,99.75,237.75,134.75,139.25,184.25,92.75,134.75,45.25,162.25,380.25,113.75
labeled-data/example_bot/img39.png,63.75,31.75,260.25,84.75,313.25,147.75,126.75,175.25,76.25,149.75,40.75,170.25,381.25,114.75
labeled-data/example_bot/img40.png,142.25,72.25,302.25,82.25,217.25,147.75,181.75,185.75,81.75,114.25,38.75,99.25,382.75,112.75
labeled-data/example_bot/img41.png,138.75,61.75,267.75,87.25,312.75,122.25,143.75,178.75,87.25,153.25,40.75,186.25,378.75,113.75
labeled-data/example_bot/img42.png,123.75,88.25,211.25,69.25,292.75,137.75,128.75,174.75,61.25,161.75,27.25,179.75,379.75,114.75
labeled-data/example_bot/img43.png,186.75,60.75,196.25,81.75,209.75,140.25,198.25,167.75,81.75,163.75,45.75,182.25,380.25,115.75
labeled-data/example_bot/img44.png,67.25,66.25,279.75,78.25,287.75,136.75,62.75,174.75,58.25,138.75,23.75,157.25,380.25,115.25
labeled-data/example_bot/img45.png,109.25,88.25,268.25,76.25,277.25,123.75,116.25,183.75,78.25,169.25,36.25,203.25,379.75,114.75
labeled-data/example_bot/img46.png,147.25,49.75,260.25,85.25,233.75,148.25,206.25,194.25,92.75,145.75,45.75,161.25,380.25,114.25
labeled-data/example_bot/img47.png,60.75,76.75,306.25,74.75,213.25,138.25,157.75,170.75,66.25,141.25,30.25,145.75,379.75,115.25
labeled-data/example_bot/img48.png,144.75,59.75,263.25,89.75,270.25,144.75,79.75,182.25,55.25,99.75,25.75,95.25,380.25,114.75
labeled-data/example_bot/img49.png,197.25,77.25,195.75,101.25,317.75,147.25,108.75,180.75,72.75,116.75,37.25,118.75,380.25,115.75
labeled-data/example_bot/img50.png,136.25,77.75,281.75,104.75,225.75,160.25,172.75,178.25,80.75,145.25,39.75,149.75,378.75,115.25
labeled-data/example_bot/img51.png,166.25,56.25,272.75,76.25,300.75,134.75,199.75,182.75,104.25,157.75,52.25,185.25,378.25,114.75
labeled-data/example_bot/img52.png,199.75,38.25,263.75,84.25,305.25,143.75,199.25,177.25,107.75,121.75,55.75,125.25,378.75,113.75
labeled-data/example_bot/img53.png,91.75,80.25,308.3,79.5,207.25,152.25,150.75,156.75,52.75,103.25,24.25,94.75,379.25,116.25
labeled-data/example_bot/img54.png,106.7,80.30000000000001,280.75,99.75,193.75,170.75,176.25,188.25,83.75,110.75,38.75,100.25,377.75,115.25
labeled-data/example_bot/img55.png,163.75,77.75,277.25,102.75,205.25,158.75,180.25,186.25,87.25,146.25,43.75,155.75,377.75,117.25
labeled-data/example_bot/img56.png,72.75,85.75,321.75,96.25,198.75,149.75,207.75,184.25,77.25,135.25,37.75,139.25,378.75,115.75
labeled-data/example_bot/img57.png,235.25,79.75,225.25,102.75,261.25,148.75,145.75,195.25,88.25,101.25,46.75,100.25,380.25,114.75
labeled-data/example_bot/img58.png,188.75,69.75,194.75,87.25,311.75,145.25,95.25,171.25,68.25,132.75,31.25,148.25,380.25,112.75
labeled-data/example_bot/img59.png,195.25,71.25,188.25,101.25,323.25,139.25,71.5,169.10000000000002,69.75,122.75,36.25,126.75,380.75,114.75
